Date,Time,Exercise,# of Reps,Weight,Notes
"1/15/20","06:46","bench reverse press","15","30",""
"1/15/20","06:46","bench reverse press","10","30"
"1/15/20","06:46","bench reverse press","10","30"
"1/15/20","06:46","Triceps Extension","10","30",""
"1/15/20","06:46","Triceps Extension","10","30"
"1/15/20","06:46","Triceps Extension","10","30"
"1/15/20","06:46","Leg Raise","10","0",""
"1/15/20","06:46","Leg Raise","10","0"
"1/15/20","06:46","Leg Raise","10","0"
"1/15/20","06:46","Straight Arm Pullover","10","30",""
"1/15/20","06:46","Straight Arm Pullover","10","30"
"1/15/20","06:46","Straight Arm Pullover","10","30"
"1/15/20","06:46","One-Arm Rows","20","20",""
"1/15/20","06:46","One-Arm Rows","20","20"
"1/15/20","06:46","One-Arm Rows","20","20"
"1/15/20","06:46","Concentration Curls","15","30",""
"1/15/20","06:46","Concentration Curls","10","30"
"1/15/20","06:46","Concentration Curls","10","30"
"1/15/20","06:46","Front Lateral Raise","10","30",""
"1/15/20","06:46","Front Lateral Raise","10","30"
"1/15/20","06:46","Front Lateral Raise","10","30"
"1/15/20","06:46","Reverse Bicep Curls","10","30",""
"1/15/20","06:46","Reverse Bicep Curls","10","30"
"1/15/20","06:46","Reverse Bicep Curls","10","24"
"1/15/20","06:46","Shoulder Press","5","30",""
"1/15/20","06:46","Shoulder Press","5","30"
"1/15/20","06:46","Shoulder Press","5","30"
"1/15/20","06:46","Upright Row","10","30",""
"1/15/20","06:46","Upright Row","10","30"
"1/15/20","06:46","One leg cobra","10","30",""
"1/15/20","06:46","One leg cobra","10","30"
"1/14/20","23:59","Kettlebell Slingshot","20","20",""
"1/14/20","23:59","Kettlebell Figure-8s","20","20",""
"1/14/20","23:59","Kettlebell Swing","20","20",""
"1/14/20","00:04","Plank","10","0",""
"1/14/20","00:04","Plank","10","0"
"1/14/20","00:04","Plank","10","0"
"1/14/20","00:04","Superman","10","0",""
"1/14/20","00:04","Superman","10","0"
"1/14/20","00:04","Superman","10","0"
"1/14/20","00:04","Cobra","10","0",""
"1/14/20","00:04","Cobra","10","0"
"1/14/20","00:04","Cobra","10","0"
"1/14/20","00:04","Standing Side Bend","10","0",""
"1/14/20","00:04","Standing Crunch","10","0",""
"1/14/20","00:03","Standing Side Bend","10","0",""
"1/14/20","00:03","Standing Crunch","10","0",""
"1/14/20","00:03","Laying Elbow-back Lifts","10","0",""
"1/14/20","00:03","Laying Elbow-back Lifts","10","0"
"1/14/20","00:03","Laying Elbow-back Lifts","10","0"
"1/14/20","00:03","Laying Leg Lift And Hold","10","0",""
"1/14/20","00:03","Laying Leg Lift And Hold","10","0"
"1/14/20","00:03","Laying Leg Lift And Hold","10","0"
"1/14/20","00:03","Laying Heel Touches","10","0",""
"1/14/20","00:03","Laying Heel Touches","10","0"
"1/14/20","00:03","Laying Heel Touches","10","0"
"1/14/20","00:01","Kettlebell One-leg Opposite-side Deadlift","20","20",""
"1/14/20","00:01","Kettlebell Laying Hip Thrust","10","20",""
"1/14/20","00:00","Kettlebell Woodchop Swing","20","20",""
"1/14/20","00:00","Kettlebell One-Hand Side Swing","20","20",""
"1/14/20","00:00","Kettlebell One-leg Same-side Deadlift","20","20",""
"1/13/20","23:50","bench reverse press","10","30",""
"1/13/20","23:50","Triceps Extension","10","30",""
"1/13/20","23:50","Leg Raise","10","0",""
"1/13/20","23:50","Straight Arm Pullover","10","30",""
"1/13/20","23:50","One-Arm Rows","20","20",""
"1/13/20","23:50","Concentration Curls","10","30",""
"1/13/20","23:50","Front Lateral Raise","10","30",""
"1/13/20","23:50","Reverse Bicep Curls","10","24",""
"1/13/20","23:50","Shoulder Press","5","24",""
"1/13/20","23:50","Upright Row","10","30",""
"1/13/20","23:50","One leg cobra","10","30",""
"1/13/20","23:32","Concentration Curls","15","30",""
"1/13/20","23:32","Front Lateral Raise","10","30",""
"1/13/20","23:32","Reverse Bicep Curls","10","30",""
"1/13/20","23:32","Shoulder Press","5","30",""
"1/13/20","23:32","Upright Row","10","30",""
"1/13/20","23:32","One leg cobra","10","30",""
"1/13/20","23:31","Triceps Extension","10","30",""
"1/13/20","23:31","Leg Raise","10","0",""
"1/13/20","23:31","Straight Arm Pullover","10","30",""
"1/13/20","23:31","One-Arm Rows","20","20",""
"1/13/20","23:30","bench reverse press","10","30",""
"1/13/20","23:30","Concentration Curls","15","30",""
"1/13/20","23:30","Concentration Curls","10","30"
"1/13/20","23:28","One leg cobra","10","30",""
"1/13/20","23:27","Reverse Bicep Curls","10","30",""
"1/13/20","23:27","Shoulder Press","5","30",""
"1/13/20","23:27","Upright Row","10","30",""
"1/13/20","23:24","Flyes","10","30",""
"1/13/20","23:24","Triceps Extension","10","30",""
"1/13/20","23:24","Leg Raise","10","0",""
"1/13/20","23:24","Straight Arm Pullover","10","30",""
"1/13/20","23:24","One-Arm Rows","20","20",""
"1/13/20","23:24","Front Lateral Raise","10","30",""
"1/13/20","15:22","Plank","10","0",""
"1/13/20","15:22","Plank","10","0"
"1/13/20","15:22","Plank","10","0"
"1/13/20","15:22","Superman","10","0",""
"1/13/20","15:22","Superman","10","0"
"1/13/20","15:22","Superman","10","0"
"1/13/20","15:22","Cobra","10","0",""
"1/13/20","15:22","Cobra","10","0"
"1/13/20","15:22","Cobra","10","0"
"1/13/20","15:22","Standing Knee Lift With Twist","30","0",""
"1/13/20","15:22","Standing Side Bend","10","0",""
"1/13/20","15:22","Standing Crunch","10","0",""
"1/13/20","15:22","Decline Crunches","10","0",""
"1/13/20","15:21","Standing Knee Lift With Twist","30","0",""
"1/13/20","15:21","Standing Side Bend","10","0",""
"1/13/20","15:21","Standing Crunch","10","0",""
"1/13/20","15:21","Laying Elbow-back Lifts","10","0",""
"1/13/20","15:21","Laying Elbow-back Lifts","10","0"
"1/13/20","15:21","Laying Elbow-back Lifts","10","0"
"1/13/20","15:21","Laying Leg Lift And Hold","10","0",""
"1/13/20","15:21","Laying Leg Lift And Hold","10","0"
"1/13/20","15:21","Laying Leg Lift And Hold","10","0"
"1/13/20","15:21","Laying Heel Touches","10","0",""
"1/13/20","15:21","Laying Heel Touches","10","0"
"1/13/20","15:21","Laying Heel Touches","10","0"
"1/10/20","06:27","Lateral Raise","10","40",""
"1/10/20","06:27","Lateral Raise","10","40"
"1/10/20","06:27","Lateral Raise","10","40"
"1/10/20","06:27","Overhead Triceps Extensions","10","30",""
"1/10/20","06:27","Overhead Triceps Extensions","10","30"
"1/10/20","06:27","Overhead Triceps Extensions","10","30"
"1/10/20","06:27","Hammer Curls","5","40",""
"1/10/20","06:27","Hammer Curls","5","40"
"1/10/20","06:27","Hammer Curls","5","40"
"1/10/20","06:27","Biceps Curl","5","40",""
"1/10/20","06:27","Biceps Curl","5","40"
"1/10/20","06:27","Biceps Curl","5","40"
"1/10/20","06:27","Shoulder Press","5","40",""
"1/10/20","06:27","Shoulder Press","5","40"
"1/10/20","06:27","Shoulder Press","5","40"
"1/10/20","06:27","Bench Press","10","50",""
"1/10/20","06:27","Bench Press","10","50"
"1/10/20","06:27","Bench Press","10","50"
"1/10/20","06:27","Kneeling Wood Throws","20","25",""
"1/10/20","06:27","Kneeling Wood Throws","20","20"
"1/10/20","06:27","Kneeling Wood Throws","20","20"
"1/10/20","06:27","Renegade Row","20","20",""
"1/10/20","06:27","Renegade Row","20","20"
"1/10/20","06:27","Renegade Row","20","20"
"1/10/20","06:27","Tricep Throwback","30","20",""
"1/10/20","06:27","Tricep Throwback","30","20"
"1/10/20","06:27","Tricep Throwback","30","20"
"1/10/20","06:27","Russian Twist","10","25",""
"1/10/20","06:27","Russian Twist","10","25"
"1/10/20","06:27","Russian Twist","10","25"
"1/10/20","06:27","Bent-over Flyes","10","40",""
"1/10/20","06:27","Bent-over Flyes","7","40"
"1/10/20","06:27","Bent-over Flyes","7","30"
"1/10/20","06:27","Standing Heel Raises","10","40",""
"1/10/20","06:27","Standing Heel Raises","10","40"
"1/10/20","06:27","Standing Heel Raises","10","40"
"1/10/20","06:27","Shoulder Shrug","10","40",""
"1/10/20","06:27","Shoulder Shrug","10","40"
"1/10/20","06:27","Shoulder Shrug","10","40"
"1/9/20","00:32","Standing Knee Lift With Twist","30","0",""
"1/9/20","00:32","Standing Side Bend","10","0",""
"1/9/20","00:32","Standing Crunch","10","0",""
"1/9/20","00:32","Decline Crunches","10","0",""
"1/9/20","00:31","Standing Side Bend","10","0",""
"1/9/20","00:31","Standing Crunch","10","0",""
"1/9/20","00:31","Laying Elbow-back Lifts","10","0",""
"1/9/20","00:31","Laying Elbow-back Lifts","10","0"
"1/9/20","00:31","Laying Elbow-back Lifts","10","0"
"1/9/20","00:31","Laying Leg Lift And Hold","10","0",""
"1/9/20","00:31","Laying Leg Lift And Hold","10","0"
"1/9/20","00:31","Laying Leg Lift And Hold","10","0"
"1/9/20","00:31","Laying Heel Touches","10","0",""
"1/9/20","00:31","Laying Heel Touches","10","0"
"1/9/20","00:31","Laying Heel Touches","10","0"
"1/9/20","00:31","Plank","10","0",""
"1/9/20","00:31","Plank","10","0"
"1/9/20","00:31","Plank","10","0"
"1/9/20","00:31","Superman","10","0",""
"1/9/20","00:31","Superman","10","0"
"1/9/20","00:31","Superman","10","0"
"1/9/20","00:31","Cobra","10","0",""
"1/9/20","00:31","Cobra","10","0"
"1/9/20","00:31","Cobra","10","0"
"1/9/20","00:30","Standing Knee Lift With Twist","30","0",""
"1/8/20","09:43","Flyes","10","30",""
"1/8/20","09:43","Flyes","10","30"
"1/8/20","09:43","Flyes","10","30"
"1/8/20","09:43","Triceps Extension","10","30",""
"1/8/20","09:43","Triceps Extension","10","30"
"1/8/20","09:43","Triceps Extension","10","30"
"1/8/20","09:43","Leg Raise","10","0",""
"1/8/20","09:43","Leg Raise","10","0"
"1/8/20","09:43","Leg Raise","10","0"
"1/8/20","09:43","Straight Arm Pullover","10","30",""
"1/8/20","09:43","Straight Arm Pullover","10","20"
"1/8/20","09:43","Straight Arm Pullover","10","20"
"1/8/20","09:43","One-Arm Rows","20","30",""
"1/8/20","09:43","One-Arm Rows","20","30"
"1/8/20","09:43","One-Arm Rows","20","30"
"1/8/20","09:43","High Bicep Curls","10","20",""
"1/8/20","09:43","Front Lateral Raise","10","24",""
"1/8/20","09:43","Front Lateral Raise","10","24"
"1/8/20","09:43","Front Lateral Raise","10","24"
"1/8/20","09:43","Reverse Bicep Curls","10","30",""
"1/8/20","09:43","Reverse Bicep Curls","10","30"
"1/8/20","09:43","Reverse Bicep Curls","10","30"
"1/8/20","09:43","Shoulder Press","5","30",""
"1/8/20","09:43","Shoulder Press","5","30"
"1/8/20","09:43","Shoulder Press","5","30"
"1/8/20","09:43","Upright Row","10","30",""
"1/8/20","09:43","Upright Row","10","30"
"1/8/20","09:43","Upright Row","10","30"
"1/8/20","09:43","One leg cobra","10","30",""
"1/8/20","09:43","One leg cobra","10","24"
"1/8/20","09:43","One leg cobra","10","24"
"1/7/20","08:08","Ab Twist Machine","10","55",""
"1/7/20","08:08","Ab Twist Machine","10","55"
"1/7/20","08:08","Ab Twist Machine","10","55"
"1/7/20","08:08","Hanging Alternating Leg Lift/knee Lift","10","0",""
"1/7/20","08:08","Hanging Alternating Leg Lift/knee Lift","10","0"
"1/7/20","08:07","Standing Side Bend","10","0",""
"1/7/20","08:07","Standing Crunch","10","0",""
"1/7/20","08:07","sitting ab crunch machine","10","125",""
"1/7/20","08:07","sitting ab crunch machine","10","125"
"1/7/20","08:07","sitting ab crunch machine","10","125"
"1/7/20","08:06","Plank","10","0",""
"1/7/20","08:06","Plank","10","0"
"1/7/20","08:06","Plank","10","0"
"1/7/20","08:06","Superman","10","0",""
"1/7/20","08:06","Superman","10","0"
"1/7/20","08:06","Superman","10","0"
"1/7/20","08:06","Cobra","10","0",""
"1/7/20","08:06","Cobra","10","0"
"1/7/20","08:06","Cobra","10","0"
"1/7/20","08:05","Laying Elbow-back Lifts","10","0",""
"1/7/20","08:05","Laying Elbow-back Lifts","10","0"
"1/7/20","08:05","Laying Elbow-back Lifts","10","0"
"1/7/20","08:05","Laying Leg Lift And Hold","10","0",""
"1/7/20","08:05","Laying Leg Lift And Hold","10","0"
"1/7/20","08:05","Laying Leg Lift And Hold","10","0"
"1/7/20","08:05","Laying Heel Touches","10","0",""
"1/7/20","08:05","Laying Heel Touches","10","0"
"1/7/20","08:05","Laying Heel Touches","10","0"
"1/6/20","06:21","Lateral Raise","10","30",""
"1/6/20","06:21","Lateral Raise","10","30"
"1/6/20","06:21","Overhead Triceps Extensions","10","30",""
"1/6/20","06:21","Overhead Triceps Extensions","10","30"
"1/6/20","06:21","Hammer Curls","5","30",""
"1/6/20","06:21","Hammer Curls","5","30"
"1/6/20","06:21","Biceps Curl","5","30",""
"1/6/20","06:21","Biceps Curl","5","30"
"1/6/20","06:21","Shoulder Press","5","30",""
"1/6/20","06:21","Shoulder Press","5","30"
"1/6/20","06:21","Bench Press","10","30",""
"1/6/20","06:21","Bench Press","10","30"
"1/6/20","06:21","Kneeling Wood Throws","20","20",""
"1/6/20","06:21","Kneeling Wood Throws","20","15"
"1/6/20","06:21","Renegade Row","20","12",""
"1/6/20","06:21","Renegade Row","20","12"
"1/6/20","06:21","Tricep Throwback","30","12",""
"1/6/20","06:21","Tricep Throwback","30","12"
"1/6/20","06:21","Russian Twist","20","20",""
"1/6/20","06:21","Russian Twist","20","20"
"1/6/20","06:21","Bent-over Flyes","10","30",""
"1/6/20","06:21","Bent-over Flyes","10","30"
"1/6/20","06:21","Standing Heel Raises","10","39",""
"1/6/20","06:21","Standing Heel Raises","10","39"
"1/6/20","06:21","Shoulder Shrug","10","30",""
"1/6/20","06:21","Shoulder Shrug","10","30"
"1/6/20","06:17","Lateral Raise","10","30",""
"1/6/20","06:17","Overhead Triceps Extensions","10","30",""
"1/6/20","06:17","Hammer Curls","5","30",""
"1/6/20","06:17","Biceps Curl","5","30",""
"1/6/20","06:17","Shoulder Press","5","30",""
"1/6/20","06:17","Bench Press","10","30",""
"1/6/20","06:17","Kneeling Wood Throws","20","15",""
"1/6/20","06:17","Renegade Row","20","12",""
"1/6/20","06:17","Tricep Throwback","30","12",""
"1/6/20","06:17","Russian Twist","20","20",""
"1/6/20","06:17","Bent-over Flyes","10","30",""
"1/6/20","06:17","Standing Heel Raises","10","39",""
"1/6/20","06:17","Shoulder Shrug","10","30",""
"1/3/20","07:59","Ab Twist Machine","16","55",""
"1/3/20","07:59","Ab Twist Machine","16","55"
"1/3/20","07:59","Hanging Alternating Leg Lift/knee Lift","20","0",""
"1/3/20","07:59","Hanging Alternating Leg Lift/knee Lift","20","0"
"1/3/20","07:59","Hanging Alternating Leg Lift/knee Lift","20","0"
"1/3/20","07:58","Ab Twist Machine","20","55",""
"1/3/20","07:58","sitting ab crunch machine","10","120",""
"1/3/20","07:58","sitting ab crunch machine","10","120"
"1/3/20","07:58","sitting ab crunch machine","10","120"
"1/2/20","23:54","Superman","10","0",""
"1/2/20","23:54","Superman","10","0"
"1/2/20","23:54","Superman","10","0"
"1/2/20","23:54","Cobra","10","0",""
"1/2/20","23:54","Cobra","10","0"
"1/2/20","23:54","Cobra","10","0"
"1/2/20","23:53","Laying Heel Touches","10","0",""
"1/2/20","23:53","Laying Heel Touches","10","0"
"1/2/20","23:53","Laying Heel Touches","10","0"
"1/2/20","23:53","Plank","10","0",""
"1/2/20","23:53","Plank","10","0"
"1/2/20","23:52","Laying Leg Lift And Hold","10","0","Seconds"
"1/2/20","23:52","Laying Leg Lift And Hold","10","0"
"1/2/20","23:52","Laying Leg Lift And Hold","10","0"
"1/2/20","23:49","Plank","10","0",""
"1/2/20","23:49","Standing Knee Lift With Twist","30","0",""
"1/2/20","23:49","Standing Side Bend","10","0",""
"1/2/20","23:49","Standing Crunch","10","0",""
"1/2/20","23:41","Laying Elbow-back Lifts","10","0",""
"1/2/20","23:39","Laying Elbow-back Lifts","10","0",""
"1/2/20","23:37","Standing Side Bend","10","0",""
"1/2/20","23:37","Standing Crunch","10","0",""
"1/2/20","23:37","Laying Elbow-back Lifts","10","0",""
"1/2/20","23:36","Standing Knee Lift With Twist","30","0",""
"1/2/20","10:15","sitting ab crunch machine","10","70",""
"1/2/20","10:15","sitting ab crunch machine","10","70"
"1/2/20","10:15","sitting ab crunch machine","10","70"
"1/2/20","10:15","Hanging Alternating Leg Lift/knee Lift","10","0",""
"1/2/20","10:15","Hanging Alternating Leg Lift/knee Lift","10","0"
"1/2/20","10:15","Hanging Alternating Leg Lift/knee Lift","10","0"
"1/2/20","10:14","Ab Twist Machine","20","30",""
"1/2/20","10:14","Ab Twist Machine","20","30"
"1/2/20","10:14","Ab Twist Machine","20","30"
"1/2/20","10:09","One leg cobra","8","30",""
"1/2/20","10:09","Flyes","10","30",""
"1/2/20","10:09","Triceps Extension","15","30",""
"1/2/20","10:09","Leg Raise","10","0",""
"1/2/20","10:09","Straight Arm Pullover","10","30",""
"1/2/20","10:09","One-Arm Rows","20","30",""
"1/2/20","10:09","High Bicep Curls","10","20",""
"1/2/20","10:09","Front Lateral Raise","10","20",""
"1/2/20","10:09","Reverse Bicep Curls","10","30",""
"1/2/20","10:09","Shoulder Press","5","30",""
"1/2/20","10:09","Upright Row","10","30",""
"1/2/20","10:09","One leg cobra","8","30",""
"1/2/20","10:08","Flyes","10","30",""
"1/2/20","10:08","Triceps Extension","15","30",""
"1/2/20","10:08","Leg Raise","10","0",""
"1/2/20","10:08","Straight Arm Pullover","10","30",""
"1/2/20","10:08","One-Arm Rows","20","30",""
"1/2/20","10:08","High Bicep Curls","10","20",""
"1/2/20","10:08","Front Lateral Raise","10","20",""
"1/2/20","10:08","Reverse Bicep Curls","10","30",""
"1/2/20","10:08","Shoulder Press","5","30",""
"1/2/20","10:08","Upright Row","10","30",""
"1/2/20","10:07","Reverse Bicep Curls","10","30",""
"1/2/20","10:07","Shoulder Press","5","30",""
"1/2/20","10:07","Upright Row","10","30",""
"1/2/20","10:06","High Bicep Curls","10","20",""
"1/2/20","10:06","Front Lateral Raise","10","20",""
"1/2/20","10:05","Leg Raise","10","0",""
"1/2/20","10:05","Straight Arm Pullover","10","30",""
"1/2/20","10:05","One-Arm Rows","20","30",""
"1/2/20","10:04","Flyes","10","15",""
"1/2/20","10:04","Triceps Extension","15","30",""
